minute,device_id,temperature_c,humidity_pct,pressure_bar,vibration_mm_s
2026-09-01T16:34:00,machine-01,44.396,40.696,6.116,3.375
2026-09-01T16:35:00,machine-01,43.22,42.121,5.86,3.563
2026-09-01T16:36:00,machine-01,42.584,42.791,5.801,3.593
2026-09-01T16:37:00,machine-01,41.756,43.928,5.717,3.688
2026-09-01T16:38:00,machine-01,40.174,45.809,5.589,2.783
2026-09-01T16:39:00,machine-01,38.673,47.478,5.307,1.878
2026-09-01T16:40:00,machine-01,36.479,50.199,5.29,2.882
2026-09-01T16:41:00,machine-01,35.41,51.47,5.348,4.319
2026-09-01T16:42:00,machine-01,34.46,52.623,5.376,2.024
2026-09-01T16:43:00,machine-01,32.327,55.028,5.14,1.34
2026-09-01T16:44:00,machine-01,31.242,56.268,5.124,3.295
2026-09-01T16:45:00,machine-01,32.058,55.503,5.35,4.247
2026-09-01T16:46:00,machine-01,32.493,55.126,5.407,4.457
2026-09-01T16:47:00,machine-01,32.711,54.685,5.563,4.446
2026-09-01T16:48:00,machine-01,33.876,53.419,5.801,5.613
2026-09-01T16:49:00,machine-01,35.236,51.49,5.827,5.425
2026-09-01T16:50:00,machine-01,36.269,50.395,5.859,3.307
2026-09-01T16:51:00,machine-01,37.177,49.369,5.795,4.573
2026-09-01T16:52:00,machine-01,38.459,47.807,5.877,3.698
2026-09-01T16:53:00,machine-01,38.285,48.061,5.668,1.825
2026-09-01T16:54:00,machine-01,33.532,53.86,4.963,1.246
2026-09-01T16:55:00,machine-01,32.344,55.086,4.664,1.758
2026-09-01T16:56:00,machine-01,31.736,55.934,4.733,1.883
2026-09-01T16:57:00,machine-01,32.867,54.591,4.854,2.764
2026-09-01T16:58:00,machine-01,33.701,53.599,5.001,2.996
2026-09-01T16:59:00,machine-01,33.949,53.278,4.892,3.011
2026-09-01T17:00:00,machine-01,34.734,52.333,5.022,3.7
2026-09-01T17:01:00,machine-01,35.708,51.137,5.223,3.666
2026-09-01T17:02:00,machine-01,36.69,49.89,5.324,3.689
2026-09-01T17:03:00,machine-01,37.41,49.117,5.296,3.677
2026-09-01T17:04:00,machine-01,38.103,48.171,5.394,3.468
2026-09-01T17:05:00,machine-01,38.432,47.762,5.386,2.996
2026-09-01T17:06:00,machine-01,38.427,47.952,5.363,2.249
2026-09-01T17:07:00,machine-01,37.977,48.488,5.299,2.463
2026-09-01T17:08:00,machine-01,37.293,49.271,5.105,2.523
2026-09-01T17:09:00,machine-01,36.471,50.204,5.112,2.071
2026-09-01T17:10:00,machine-01,35.726,51.078,4.969,1.867
2026-09-01T17:11:00,machine-01,34.661,52.375,4.962,1.911
2026-08-31T17:28:00,machine-02,31.48,56.094,4.788,1.455
2026-08-31T17:29:00,machine-02,31.66,56.06,4.904,0.887
2026-08-31T17:30:00,machine-02,30.582,57.403,4.72,0.598
2026-08-31T17:31:00,machine-02,29.574,58.579,4.573,0.547
2026-08-31T17:32:00,machine-02,28.189,60.166,4.552,0.653
2026-08-31T17:33:00,machine-02,27.502,60.815,4.364,0.566
2026-08-31T17:34:00,machine-02,26.58,62.089,4.314,0.753
2026-08-31T17:35:00,machine-02,26.174,62.48,4.283,1.032
2026-08-31T17:36:00,machine-02,26.098,62.633,4.534,1.599
2026-08-31T17:37:00,machine-02,26.378,62.317,4.753,2.579
2026-08-31T17:38:00,machine-02,26.258,62.472,4.891,2.351
2026-08-31T17:39:00,machine-02,26.519,62.067,4.954,2.278
2026-08-31T17:40:00,machine-02,25.291,63.542,4.948,1.263
2026-08-31T17:41:00,machine-02,23.586,65.767,4.792,0.995
2026-08-31T17:42:00,machine-02,22.014,67.592,4.697,0.677
2026-08-31T17:43:00,machine-02,21.208,68.406,4.711,2.514
2026-08-31T17:44:00,machine-02,22.063,67.389,5.143,4.05
2026-08-31T17:45:00,machine-02,24.408,64.736,5.591,4.498
2026-08-31T17:46:00,machine-02,26.611,62.192,5.792,5.618
2026-08-31T17:47:00,machine-02,28.589,59.448,5.933,6.113
2026-08-31T17:48:00,machine-02,30.059,57.689,6.2,5.262
2026-08-31T17:49:00,machine-02,30.456,57.414,5.878,2.341
2026-08-31T17:50:00,machine-02,30.99,56.76,5.827,4.273
2026-08-31T17:51:00,machine-02,32.237,55.404,5.564,2.929
2026-08-31T17:52:00,machine-02,33.243,54.172,5.404,3.813
2026-08-31T17:53:00,machine-02,34.862,52.199,5.567,4.347
2026-08-31T17:54:00,machine-02,34.974,52.029,5.442,1.213
2026-08-31T17:55:00,machine-02,33.084,54.189,4.991,1.128
2026-08-31T17:56:00,machine-02,31.573,55.925,4.637,1.367
2026-08-31T17:57:00,machine-02,31.283,56.452,4.515,1.509
2026-08-31T17:58:00,machine-02,31.295,56.526,4.605,1.163
2026-08-31T17:59:00,machine-02,31.303,56.537,4.668,1.252
2026-08-31T18:00:00,machine-02,29.907,58.259,4.578,0.581
2026-08-31T18:01:00,machine-02,28.385,59.946,4.668,1.372
2026-08-31T18:02:00,machine-02,28.176,60.265,4.755,1.117
2026-08-31T18:03:00,machine-02,27.141,61.39,4.664,1.273
2026-08-31T18:04:00,machine-02,26.784,61.897,4.612,1.862
2026-08-31T18:05:00,machine-02,27.614,60.679,4.817,3.072
2026-08-31T18:06:00,machine-02,28.875,59.559,5.15,4.112
2026-08-31T18:07:00,machine-02,30.525,57.493,5.392,4.505
2026-08-31T18:08:00,machine-02,30.357,57.509,5.523,3.405
2026-08-31T18:09:00,machine-02,29.631,58.476,5.435,4.0
2026-08-31T18:10:00,machine-02,28.492,59.901,5.328,1.898
2026-08-31T18:11:00,machine-02,27.4,61.252,5.107,1.798
2026-08-31T18:12:00,machine-02,25.766,63.025,4.793,0.835
2026-08-31T18:13:00,machine-02,24.12,65.145,4.507,0.604
2026-08-31T18:14:00,machine-02,23.435,65.616,4.443,1.273
2026-08-31T18:15:00,machine-02,22.852,66.585,4.539,1.402
2026-08-31T18:16:00,machine-02,22.231,67.492,4.82,2.047
2026-08-31T18:17:00,machine-02,23.053,66.368,4.999,2.201
2026-08-31T18:18:00,machine-02,23.406,65.831,5.059,2.313
2026-08-31T18:19:00,machine-02,24.305,64.915,4.95,2.13
2026-08-31T18:20:00,machine-02,25.983,62.865,5.21,5.119
2026-08-31T18:21:00,machine-02,29.358,58.918,5.688,6.049
2026-08-31T18:22:00,machine-02,31.449,56.398,5.982,5.304
2026-08-31T18:23:00,machine-02,33.455,54.111,5.967,5.301
2026-08-31T18:24:00,machine-02,34.387,52.718,5.74,2.818
2026-08-31T18:25:00,machine-02,34.571,52.411,5.586,2.478
2026-08-31T18:26:00,machine-02,34.841,52.126,5.337,2.741
2026-08-31T18:27:00,machine-02,35.853,50.879,5.338,3.47
2026-08-31T18:28:00,machine-02,36.602,49.872,5.569,4.764
2026-08-31T18:29:00,machine-02,38.862,47.245,5.885,6.111
2026-08-31T18:30:00,machine-02,40.443,45.456,6.106,5.401
2026-08-31T18:31:00,machine-02,40.188,45.833,5.953,3.683
2026-08-31T18:32:00,machine-02,39.664,46.487,5.695,2.67
2026-08-31T18:33:00,machine-02,38.847,47.343,5.573,3.573
2026-08-31T18:34:00,machine-02,38.963,47.162,5.643,5.285
2026-08-31T18:35:00,machine-02,38.498,47.906,5.546,1.946
2026-08-31T18:36:00,machine-02,36.168,50.714,5.175,1.865
2026-08-31T18:37:00,machine-02,33.691,53.308,4.637,0.876
2026-08-31T18:38:00,machine-02,31.712,55.832,4.476,1.669
2026-08-31T18:39:00,machine-02,29.601,58.664,4.394,0.931
2026-08-31T18:40:00,machine-02,27.6,60.792,4.542,1.1
2026-08-31T18:41:00,machine-02,25.876,62.734,4.496,0.547
2026-08-31T18:42:00,machine-02,24.267,64.77,4.292,1.011
2026-08-31T18:43:00,machine-02,23.566,65.767,4.364,2.655
2026-08-31T18:44:00,machine-02,24.474,64.556,4.802,4.492
2026-08-31T18:45:00,machine-02,25.497,63.555,5.229,3.77
2026-08-31T18:46:00,machine-02,25.684,63.165,5.239,1.721
2026-08-31T18:47:00,machine-02,25.522,63.461,5.11,1.366
2026-08-31T18:48:00,machine-02,24.837,64.208,4.801,1.314
2026-08-31T18:49:00,machine-02,24.622,64.229,4.792,1.474
2026-08-31T18:50:00,machine-02,25.713,63.25,5.066,2.285
2026-08-31T18:51:00,machine-02,26.444,62.076,5.092,1.833
2026-08-31T18:52:00,machine-02,27.34,61.339,5.103,2.589
2026-08-31T18:53:00,machine-02,28.438,59.735,4.981,2.012
2026-08-31T18:54:00,machine-02,29.792,58.179,5.076,3.659
2026-08-31T18:55:00,machine-02,31.659,55.835,5.275,4.069
2026-08-31T18:56:00,machine-02,34.311,52.678,5.565,4.186
2026-08-31T18:57:00,machine-02,36.191,50.526,5.702,4.554
2026-08-31T18:58:00,machine-02,37.793,48.602,5.848,4.66
2026-08-31T18:59:00,machine-02,38.539,47.753,5.857,5.345
2026-08-31T19:00:00,machine-02,39.446,46.755,5.875,4.427
2026-08-31T19:01:00,machine-02,40.236,45.798,5.9,5.489
2026-08-31T19:02:00,machine-02,41.478,44.083,5.972,5.125
2026-08-31T19:03:00,machine-02,41.082,44.77,5.919,3.95
2026-08-31T19:04:00,machine-02,40.216,45.848,5.914,3.909
2026-08-31T19:05:00,machine-02,40.07,45.836,5.842,4.775
2026-08-31T19:06:00,machine-02,39.475,46.785,5.82,4.863
2026-08-31T19:07:00,machine-02,38.793,47.302,6.047,5.127
2026-08-31T19:08:00,machine-02,37.875,48.563,5.889,3.223
2026-08-31T19:09:00,machine-02,36.079,50.64,5.625,3.108
2026-08-31T19:10:00,machine-02,34.612,52.523,5.556,3.564
2026-08-31T19:11:00,machine-02,33.979,53.13,5.622,5.336
2026-08-31T19:12:00,machine-02,33.651,53.705,5.698,5.137
2026-08-31T19:13:00,machine-02,33.53,53.753,5.843,5.871
2026-08-31T19:14:00,machine-02,33.71,53.496,6.121,5.781
2026-08-31T19:15:00,machine-02,34.331,52.734,6.249,5.002
2026-08-31T19:16:00,machine-02,34.502,52.723,6.196,4.817
2026-08-31T19:17:00,machine-02,34.902,51.898,6.182,5.26
2026-08-31T19:18:00,machine-02,35.681,51.036,6.358,6.004
2026-08-31T19:19:00,machine-02,36.608,49.986,6.258,4.466
2026-08-31T19:20:00,machine-02,36.457,50.307,5.912,4.941
2026-08-31T19:21:00,machine-02,37.398,49.121,6.011,5.802
2026-08-31T19:22:00,machine-02,38.979,47.129,5.991,5.056
2026-08-31T19:23:00,machine-02,39.42,46.795,6.061,4.464
2026-08-31T19:24:00,machine-02,39.337,46.78,5.798,2.439
2026-08-31T19:25:00,machine-02,38.613,47.539,5.516,1.532
2026-08-31T19:26:00,machine-02,37.54,49.194,5.135,2.944
2026-08-31T19:27:00,machine-02,37.34,49.163,5.138,1.722
2026-08-31T19:28:00,machine-02,35.848,51.025,4.902,1.638
2026-08-31T19:29:00,machine-02,36.382,50.326,4.996,3.905
2026-08-31T19:30:00,machine-02,37.634,48.747,5.379,3.871
2026-08-31T19:31:00,machine-02,37.035,49.491,5.452,2.353
2026-08-31T19:32:00,machine-02,35.947,50.971,5.11,1.365
2026-08-31T19:33:00,machine-02,33.74,53.399,4.882,1.193
2026-08-31T19:34:00,machine-02,31.079,56.69,4.598,0.675
2026-08-31T19:35:00,machine-02,29.024,59.157,4.518,0.88
2026-08-31T19:36:00,machine-02,27.908,60.533,4.461,1.083
2026-08-31T19:37:00,machine-02,27.181,61.292,4.361,0.954
2026-08-31T19:38:00,machine-02,26.5,62.256,4.423,1.981
2026-08-31T19:39:00,machine-02,26.654,62.123,4.93,3.004
2026-08-31T19:40:00,machine-02,25.586,63.362,4.89,2.647
2026-08-31T19:41:00,machine-02,25.175,63.829,5.041,1.68
2026-08-31T19:42:00,machine-02,24.06,64.849,5.175,1.831
2026-08-31T19:43:00,machine-02,22.97,66.267,5.137,0.976
2026-08-31T19:44:00,machine-02,22.084,67.394,4.782,0.791
2026-08-31T19:45:00,machine-02,21.723,67.973,4.725,1.818
2026-08-31T19:46:00,machine-02,21.158,68.704,4.709,0.849
2026-08-31T19:47:00,machine-02,20.296,69.57,4.62,0.8
2026-08-31T19:48:00,machine-02,20.67,69.212,4.615,1.874
2026-08-31T19:49:00,machine-02,22.005,67.534,4.559,2.14
2026-08-31T19:50:00,machine-02,22.927,66.598,4.797,1.303
2026-08-31T19:51:00,machine-02,23.974,65.286,4.562,1.479
2026-08-31T19:52:00,machine-02,25.3,63.673,4.668,1.711
2026-08-31T19:53:00,machine-02,25.103,64.039,4.74,0.952
2026-08-31T19:54:00,machine-02,24.792,64.332,4.645,0.855
2026-08-31T19:55:00,machine-02,24.945,64.122,4.546,0.809
2026-08-31T19:56:00,machine-02,25.303,63.624,4.289,0.821
2026-08-31T19:57:00,machine-02,26.241,62.394,4.321,1.07
2026-08-31T19:58:00,machine-02,27.7,60.755,4.584,1.633
2026-08-31T19:59:00,machine-02,29.421,58.634,4.744,2.822
2026-08-31T20:00:00,machine-02,30.912,56.755,5.221,3.716
2026-08-31T20:01:00,machine-02,31.545,56.059,5.466,3.71
2026-08-31T20:02:00,machine-02,32.578,54.777,5.566,4.015
2026-08-31T20:03:00,machine-02,32.485,55.076,5.282,1.964
2026-08-31T20:04:00,machine-02,31.587,56.112,5.019,1.237
2026-08-31T20:05:00,machine-02,31.19,56.332,4.949,2.114
2026-08-31T20:06:00,machine-02,31.604,56.008,4.933,1.677
2026-08-31T20:07:00,machine-02,30.563,57.365,4.795,1.069
2026-08-31T20:08:00,machine-02,28.095,60.213,4.498,0.97
2026-08-31T20:09:00,machine-02,25.68,63.318,4.495,1.633
2026-08-31T20:10:00,machine-02,25.634,63.219,4.92,3.873
2026-08-31T20:11:00,machine-02,26.864,61.695,5.341,4.341
2026-08-31T20:12:00,machine-02,27.611,61.074,5.531,2.917
2026-08-31T20:13:00,machine-02,26.896,61.758,5.476,3.154
2026-08-31T20:14:00,machine-02,27.706,60.673,5.459,4.931
2026-08-31T20:15:00,machine-02,28.581,59.634,5.626,5.107
2026-08-31T20:16:00,machine-02,28.965,59.274,5.689,5.092
2026-08-31T20:17:00,machine-02,29.931,58.138,5.959,5.399
2026-08-31T20:18:00,machine-02,31.239,56.355,5.983,4.981
2026-08-31T20:19:00,machine-02,32.816,54.511,5.982,5.677
2026-08-31T20:20:00,machine-02,34.949,51.926,6.146,6.216
2026-08-31T20:21:00,machine-02,36.83,49.63,6.379,6.235
2026-08-31T20:22:00,machine-02,37.974,48.145,6.124,4.218
2026-08-31T20:23:00,machine-02,36.589,50.115,5.598,1.509
2026-08-31T20:24:00,machine-02,35.876,51.018,5.323,1.451
2026-08-31T20:25:00,machine-02,34.651,52.4,4.916,0.867
2026-08-31T20:26:00,machine-02,33.633,53.659,4.85,1.171
2026-08-31T20:27:00,machine-02,32.292,55.311,4.801,1.169
2026-08-31T20:28:00,machine-02,30.947,56.927,4.843,0.793
2026-08-31T20:29:00,machine-02,29.714,58.403,4.726,1.088
2026-08-31T20:30:00,machine-02,29.697,58.443,4.794,1.698
2026-08-31T20:31:00,machine-02,29.723,58.139,4.909,0.781
2026-08-31T20:32:00,machine-02,29.095,59.179,4.733,1.233
2026-08-31T20:33:00,machine-02,28.299,60.201,4.517,0.631
2026-08-31T20:34:00,machine-02,26.791,61.806,4.369,0.548
2026-08-31T20:35:00,machine-02,25.582,63.316,4.564,2.828
2026-08-31T20:36:00,machine-02,27.638,60.83,5.188,5.726
2026-08-31T20:37:00,machine-02,29.724,58.349,5.452,5.962
2026-08-31T20:38:00,machine-02,30.951,56.651,5.883,6.116
2026-08-31T20:39:00,machine-02,32.513,55.014,5.919,5.324
2026-08-31T20:40:00,machine-02,32.713,54.849,5.736,3.36
2026-08-31T20:41:00,machine-02,32.082,55.487,5.558,4.143
2026-08-31T20:42:00,machine-02,32.706,54.966,5.581,4.575
2026-08-31T20:43:00,machine-02,31.806,55.878,5.408,2.234
2026-08-31T20:44:00,machine-02,29.399,58.886,4.945,0.802
2026-08-31T20:45:00,machine-02,26.537,62.096,4.557,0.635
2026-08-31T20:46:00,machine-02,25.173,63.872,4.453,0.896
2026-08-31T20:47:00,machine-02,24.822,64.256,4.477,0.911
2026-08-31T20:48:00,machine-02,23.873,65.468,4.311,0.736
2026-08-31T20:49:00,machine-02,22.478,66.916,4.302,0.738
2026-08-31T20:50:00,machine-02,22.166,67.408,4.434,1.098
2026-08-31T20:51:00,machine-02,22.292,67.232,4.289,0.666
2026-08-31T20:52:00,machine-02,22.036,67.558,4.151,0.579
2026-08-31T20:53:00,machine-02,22.795,66.756,4.095,0.889
2026-08-31T20:54:00,machine-02,24.614,64.446,4.096,1.758
2026-08-31T20:55:00,machine-02,26.76,61.969,4.452,1.948
2026-08-31T20:56:00,machine-02,28.441,59.82,4.914,3.398
2026-08-31T20:57:00,machine-02,30.046,57.921,5.078,2.022
2026-08-31T20:58:00,machine-02,30.627,57.145,4.924,1.586
2026-08-31T20:59:00,machine-02,30.203,57.838,4.619,0.622
2026-08-31T21:00:00,machine-02,28.997,59.254,4.493,0.563
2026-08-31T21:01:00,machine-02,28.823,59.463,4.257,1.034
2026-08-31T21:02:00,machine-02,28.544,59.777,4.286,1.324
2026-08-31T21:03:00,machine-02,28.387,59.827,4.461,2.374
2026-08-31T21:04:00,machine-02,28.516,59.875,4.587,1.999
2026-08-31T21:05:00,machine-02,27.891,60.587,4.639,1.428
2026-08-31T21:06:00,machine-02,26.087,62.72,4.286,0.64
2026-08-31T21:07:00,machine-02,24.662,64.57,4.224,1.303
2026-08-31T21:08:00,machine-02,24.302,64.82,4.464,1.724
2026-08-31T21:09:00,machine-02,23.921,65.267,4.432,1.014
2026-08-31T21:10:00,machine-02,22.766,66.653,4.259,0.593
2026-08-31T21:11:00,machine-02,20.734,69.296,4.337,1.289
2026-08-31T21:12:00,machine-02,19.436,70.728,4.411,0.701
2026-08-31T21:13:00,machine-02,18.527,71.891,4.347,0.966
2026-08-31T21:14:00,machine-02,18.717,71.527,4.618,1.074
2026-08-31T21:15:00,machine-02,18.027,72.428,4.62,0.683
2026-08-31T21:16:00,machine-02,19.013,71.079,4.568,2.685
2026-08-31T21:17:00,machine-02,20.806,68.877,5.016,3.229
2026-08-31T21:18:00,machine-02,22.885,66.678,5.116,3.961
2026-08-31T21:19:00,machine-02,25.507,63.428,5.438,5.253
2026-08-31T21:20:00,machine-02,28.279,60.072,5.568,4.318
2026-08-31T21:21:00,machine-02,30.484,57.338,5.813,5.707
2026-08-31T21:22:00,machine-02,33.159,54.068,6.095,5.681
2026-08-31T21:23:00,machine-02,34.826,52.114,6.097,4.694
2026-08-31T21:24:00,machine-02,36.326,50.377,5.951,5.263
2026-08-31T21:25:00,machine-02,38.116,48.419,6.13,5.528
2026-08-31T21:26:00,machine-02,38.944,47.094,6.237,5.786
2026-08-31T21:27:00,machine-02,40.505,45.2,6.26,6.306
2026-08-31T21:28:00,machine-02,42.416,43.024,6.27,5.818
2026-08-31T21:29:00,machine-02,43.643,41.686,6.083,6.048
2026-08-31T21:30:00,machine-02,43.784,41.535,5.96,3.82
2026-08-31T21:31:00,machine-02,41.997,43.583,5.402,1.048
2026-08-31T21:32:00,machine-02,38.649,47.579,4.789,0.642
2026-08-31T21:33:00,machine-02,36.299,50.357,4.578,1.417
2026-08-31T21:34:00,machine-02,34.636,52.585,4.743,0.982
2026-08-31T21:35:00,machine-02,32.653,54.98,4.742,0.952
2026-08-31T21:36:00,machine-02,30.461,57.386,4.798,1.054
2026-08-31T21:37:00,machine-02,28.315,59.962,4.796,0.735
2026-08-31T21:38:00,machine-02,26.54,61.947,4.726,1.523
2026-08-31T21:39:00,machine-02,25.712,63.206,4.812,2.154
2026-08-31T21:40:00,machine-02,25.139,63.865,4.756,2.834
2026-08-31T21:41:00,machine-02,26.242,62.577,5.067,5.412
2026-08-31T21:42:00,machine-02,28.014,60.434,5.46,4.954
2026-08-31T21:43:00,machine-02,28.356,59.981,5.413,2.74
2026-08-31T21:44:00,machine-02,27.815,60.641,5.403,1.907
2026-08-31T21:45:00,machine-02,25.771,62.995,5.114,0.946
2026-08-31T21:46:00,machine-02,24.4,64.675,5.012,2.076
2026-08-31T21:47:00,machine-02,24.517,64.428,5.04,1.716
2026-08-31T21:48:00,machine-02,24.341,64.808,5.005,0.951
2026-08-31T21:49:00,machine-02,23.84,65.519,4.874,1.024
2026-08-31T21:50:00,machine-02,24.935,64.187,4.8,1.759
2026-08-31T21:51:00,machine-02,25.446,63.649,4.807,0.693
2026-08-31T21:52:00,machine-02,25.236,63.685,4.63,0.708
2026-08-31T21:53:00,machine-02,24.619,64.604,4.456,0.829
2026-08-31T21:54:00,machine-02,25.485,63.356,4.57,2.001
2026-08-31T21:55:00,machine-02,26.846,61.754,4.582,1.504
2026-08-31T21:56:00,machine-02,27.805,60.396,4.555,1.22
2026-08-31T21:57:00,machine-02,29.294,58.836,4.601,3.926
2026-08-31T21:58:00,machine-02,31.879,55.716,5.073,5.124
2026-08-31T21:59:00,machine-02,34.319,52.951,5.567,4.815
2026-08-31T22:00:00,machine-02,34.626,52.442,5.457,3.323
2026-08-31T22:01:00,machine-02,35.63,51.315,5.473,5.127
2026-08-31T22:02:00,machine-02,36.044,50.751,5.578,2.145
2026-08-31T22:03:00,machine-02,34.159,52.939,5.216,0.77
2026-08-31T22:04:00,machine-02,32.517,55.048,4.927,1.007
2026-08-31T22:05:00,machine-02,30.915,56.741,4.893,1.607
2026-08-31T22:06:00,machine-02,29.557,58.614,4.939,0.913
2026-08-31T22:07:00,machine-02,26.836,61.855,4.687,0.512
2026-08-31T22:08:00,machine-02,25.125,63.727,4.564,1.292
2026-08-31T22:09:00,machine-02,24.387,64.783,4.535,0.845
2026-08-31T22:10:00,machine-02,23.154,66.09,4.394,1.145
2026-08-31T22:11:00,machine-02,21.822,67.742,4.378,0.691
2026-08-31T22:12:00,machine-02,20.992,68.808,4.573,1.859
2026-08-31T22:13:00,machine-02,20.692,69.203,4.82,1.11
2026-08-31T22:14:00,machine-02,20.508,69.432,4.552,1.95
2026-08-31T22:15:00,machine-02,21.26,68.36,4.756,3.5
2026-08-31T22:16:00,machine-02,23.176,66.118,5.104,4.937
2026-08-31T22:17:00,machine-02,25.685,63.27,5.478,5.257
2026-08-31T22:18:00,machine-02,28.754,59.477,5.785,6.239
2026-08-31T22:19:00,machine-02,30.95,56.846,5.968,4.165
2026-08-31T22:20:00,machine-02,31.937,55.797,5.901,3.921
2026-08-31T22:21:00,machine-02,32.867,54.43,5.866,4.95
2026-08-31T22:22:00,machine-02,34.361,52.608,5.955,6.011
2026-08-31T22:23:00,machine-02,36.08,50.641,6.088,6.068
2026-08-31T22:24:00,machine-02,37.562,48.889,6.057,4.667
2026-08-31T22:25:00,machine-02,39.034,47.065,6.073,5.682
2026-08-31T22:26:00,machine-02,40.583,45.259,6.045,5.398
2026-08-31T22:27:00,machine-02,41.725,43.946,6.154,6.065
2026-08-31T22:28:00,machine-02,42.499,42.991,6.19,5.291
2026-08-31T22:29:00,machine-02,42.556,42.931,6.064,3.522
2026-08-31T22:30:00,machine-02,42.108,43.522,5.903,4.321
2026-08-31T22:31:00,machine-02,42.227,43.141,5.993,4.22
2026-08-31T22:32:00,machine-02,42.424,43.119,6.025,5.528
2026-08-31T22:33:00,machine-02,42.286,43.321,5.966,4.73
2026-08-31T22:34:00,machine-02,41.731,43.793,6.098,5.94
2026-08-31T22:35:00,machine-02,40.379,45.5,6.101,3.902
2026-08-31T22:36:00,machine-02,38.905,47.193,5.965,4.31
2026-08-31T22:37:00,machine-02,38.478,47.637,6.0,4.957
2026-08-31T22:38:00,machine-02,37.559,48.949,6.076,4.513
2026-08-31T22:39:00,machine-02,37.549,48.808,6.123,5.766
2026-08-31T22:40:00,machine-02,37.398,49.239,6.338,4.713
2026-08-31T22:41:00,machine-02,35.854,50.98,6.171,3.115
2026-08-31T22:42:00,machine-02,34.04,53.091,5.827,3.309
2026-08-31T22:43:00,machine-02,32.063,55.416,5.781,3.967
2026-08-31T22:44:00,machine-02,31.478,56.199,5.766,3.317
2026-08-31T22:45:00,machine-02,29.482,58.475,5.3,0.61
2026-08-31T22:46:00,machine-02,26.824,61.839,4.904,0.669
2026-08-31T22:47:00,machine-02,25.292,63.763,4.551,0.607
2026-08-31T22:48:00,machine-02,23.413,65.985,4.327,0.546
2026-08-31T22:49:00,machine-02,21.79,67.822,4.126,0.606
2026-08-31T22:50:00,machine-02,20.96,68.794,4.03,0.879
2026-08-31T22:51:00,machine-02,21.865,67.795,4.207,2.386
2026-08-31T22:52:00,machine-02,24.565,64.76,4.79,3.536
2026-08-31T22:53:00,machine-02,27.747,60.677,5.189,5.022
2026-08-31T22:54:00,machine-02,31.22,56.494,5.529,6.114
2026-08-31T22:55:00,machine-02,34.137,52.979,5.694,5.98
2026-08-31T22:56:00,machine-02,36.317,50.528,5.936,5.351
2026-08-31T22:57:00,machine-02,37.564,48.699,5.969,5.428
2026-08-31T22:58:00,machine-02,39.262,47.097,6.052,5.481
2026-08-31T22:59:00,machine-02,40.487,45.44,6.198,5.509
2026-08-31T23:00:00,machine-02,42.431,43.214,6.347,5.495
2026-08-31T23:01:00,machine-02,42.88,42.418,6.257,5.54
2026-08-31T23:02:00,machine-02,42.918,42.589,6.359,6.009
2026-08-31T23:03:00,machine-02,42.645,42.872,6.358,5.687
2026-08-31T23:04:00,machine-02,42.591,42.973,6.284,6.205
2026-08-31T23:05:00,machine-02,42.507,42.993,6.417,6.376
2026-08-31T23:06:00,machine-02,42.741,42.741,6.462,5.972
2026-08-31T23:07:00,machine-02,42.214,43.344,6.487,5.282
2026-08-31T23:08:00,machine-02,41.82,43.952,6.438,5.464
2026-08-31T23:09:00,machine-02,40.816,45.008,6.388,4.517
2026-08-31T23:10:00,machine-02,38.533,47.808,6.029,2.746
2026-08-31T23:11:00,machine-02,35.776,51.032,5.592,2.774
2026-08-31T23:12:00,machine-02,34.118,53.042,5.366,2.593
2026-08-31T23:13:00,machine-02,32.884,54.594,5.405,4.782
2026-08-31T23:14:00,machine-02,32.696,54.7,5.916,5.306
2026-08-31T23:15:00,machine-02,32.914,54.426,6.219,4.458
2026-08-31T23:16:00,machine-02,31.71,55.789,6.004,1.627
2026-08-31T23:17:00,machine-02,29.969,57.885,5.659,1.822
2026-08-31T23:18:00,machine-02,29.103,58.908,5.544,2.107
2026-08-31T23:19:00,machine-02,28.213,60.169,5.017,1.093
2026-08-31T23:20:00,machine-02,27.184,61.347,4.718,0.742
2026-08-31T23:21:00,machine-02,26.963,61.809,4.571,0.791
2026-08-31T23:22:00,machine-02,27.028,61.768,4.481,0.66
2026-08-31T23:23:00,machine-02,26.079,62.639,4.345,0.586
2026-08-31T23:24:00,machine-02,25.278,63.547,4.178,0.875
2026-08-31T23:25:00,machine-02,25.267,63.538,4.33,1.855
2026-08-31T23:26:00,machine-02,26.036,62.946,4.565,1.188
2026-08-31T23:27:00,machine-02,26.878,61.688,4.484,1.044
2026-08-31T23:28:00,machine-02,26.875,61.614,4.489,0.606
2026-08-31T23:29:00,machine-02,26.897,61.594,4.507,1.348
2026-08-31T23:30:00,machine-02,27.955,60.373,4.747,2.028
2026-08-31T23:31:00,machine-02,27.663,60.691,4.844,0.771
2026-08-31T23:32:00,machine-02,26.659,62.036,4.715,0.771
2026-08-31T23:33:00,machine-02,26.357,62.333,4.511,1.214
2026-08-31T23:34:00,machine-02,26.796,61.88,4.663,1.456
2026-08-31T23:35:00,machine-02,27.158,61.486,4.752,1.89
2026-08-31T23:36:00,machine-02,27.287,61.257,4.604,1.237
2026-08-31T23:37:00,machine-02,25.967,62.718,4.393,0.727
2026-08-31T23:38:00,machine-02,24.878,64.153,4.485,1.421
2026-08-31T23:39:00,machine-02,24.224,64.955,4.534,1.419
